id,brand,categories,ingredients,manufacturer,manufacturerNumber,name,text_corpus
139,Snickers,"Food,Food Gifts,Other Grocery","milk,chocolate (sugar,cocoa butter,chocolate,skim milk,lactose,milk fat,soy lecithin,artificial flavor),peanuts,sugar,invert sugar,hydrogenated palm kernel oil and/or palm oil,corn syrup,less than 2% - palm oil,butter,milkfat,partially hydrogenated soybean oil,salt,potassium sorbate to maintain freshness,artificial flavor.,milk chocolate (sugar, cocoa butter, chocolate, skim milk, lactose, milkfat, soy lecithin, artificial flavor),peanuts,sugar,invert sugar,hydrogenated palm kernel oil and/or palm oil,corn syrup,skim milk,less than 2% - palm oil,butter,milkfat,partially hydrogenated soybean oil,salt,soy lecithin,potassium sorbate to maintain freshness,artificial flavor.",MARS INCORPORATED,4000049385,"Snickers Holiday Full Size Chocolate Bars Candy Tree, 1.1 Oz","This product is a Snickers Holiday Full Size Chocolate Bars Candy Tree, 1.1 Oz from the brand Snickers. It falls under the category of food,food gifts,other grocery and contains ingredients such as milk,chocolate (sugar,cocoa butter,chocolate,skim milk,lactose,milk fat,soy lecithin,artificial flavor),peanuts,sugar,invert sugar,hydrogenated palm kernel oil and/or palm oil,corn syrup,less than 2% - palm oil,butter,milkfat,partially hydrogenated soybean oil,salt,potassium sorbate to maintain freshness,artificial flavor.,milk chocolate (sugar, cocoa butter, chocolate, skim milk, lactose, milkfat, soy lecithin, artificial flavor),peanuts,sugar,invert sugar,hydrogenated palm kernel oil and/or palm oil,corn syrup,skim milk,less than 2% - palm oil,butter,milkfat,partially hydrogenated soybean oil,salt,soy lecithin,potassium sorbate to maintain freshness,artificial flavor.. It is manufactured by mars incorporated (manufacturer code: 4000049385)."
140,Great Value,"Other Grocery,Fresh Food,Food","cream,milk,sugar,dextrose,contains less than 1% of: sorbitan monostearate,artificial flavor,carrageenan,mixed tocopherols (vitamin e),to protect flavor,propellant: nitrous oxide. allergy warning: contains milk.","Wal-Mart Stores, Inc.",170800,"Great Value Original Whipped Light Cream, 6.5 Oz","This product is a Great Value Original Whipped Light Cream, 6.5 Oz from the brand Great Value. It falls under the category of other grocery,fresh food,food and contains ingredients such as cream,milk,sugar,dextrose,contains less than 1% of: sorbitan monostearate,artificial flavor,carrageenan,mixed tocopherols (vitamin e),to protect flavor,propellant: nitrous oxide. allergy warning: contains milk.. It is manufactured by wal-mart stores, inc. (manufacturer code: 170800)."
141,Rokeach,"Fresh Food,Food,Fish,Grocery","water,carp,whitefish,egg whites,sugar,mullet,matzo meal (passover wheat flour and water),onion,salt,pike,monosodium glutamate,xanthan gum,carob seed gum,pepper,natural flavorings.",Rokeach,175505,Gefilte Fish,"This product is a Gefilte Fish from the brand Rokeach. It falls under the category of fresh food,food,fish,grocery and contains ingredients such as water,carp,whitefish,egg whites,sugar,mullet,matzo meal (passover wheat flour and water),onion,salt,pike,monosodium glutamate,xanthan gum,carob seed gum,pepper,natural flavorings.. It is manufactured by rokeach (manufacturer code: 175505)."
142,Byler's Relish House,"Grocery & Gourmet Food,Food & Beverage Gifts,Food","sugar,blueberries,jalapenos,water,fruit pectin,citric acid volume: 1 pt. (16 fl oz.),(473ml),fat free,sodium free,50 calories per serving daves specialty foods is a division of daves christmas wonderland olde world market,a wny tradition and world famous christmas store,based in cheektowaga,ny and serving buffalo and the wny area for over 33 years. we are proud to share buffalos rich ethnic heritage and traditions with our specialty food products.closely guarded old family recipe open kettle processing (made in small batches),for superior flavor homemade in saegertown,pa in the heart of amish country reg. pa department of agriculture and fda inspected this sweet fresh blueberry jam has a spicy jalapeno kick that will add more flavor than all your other spreads and jams ingredients: sugar,blueberries,jalapenos,water,fruit pectin,citric acid volume: 1 pt. (16 fl oz.),(473ml),fat free,sodium free,50 calories per serving daves specialty foods is a division of daves christmas wonderland olde world market,a wny tradition and world famous christmas store,based in cheektowaga,ny and serving buffalo and the wny area for over 33 years. we are proud to share buffalos rich ethnic heritage and traditions with our specialty food products.",Byler's Relish House,30959999,Byler'S Homemade Amish Country Blueberry Jalapeno Jam 16Oz,"This product is a Byler'S Homemade Amish Country Blueberry Jalapeno Jam 16Oz from the brand Byler's Relish House. It falls under the category of grocery & gourmet food,food & beverage gifts,food and contains ingredients such as sugar,blueberries,jalapenos,water,fruit pectin,citric acid volume: 1 pt. (16 fl oz.),(473ml),fat free,sodium free,50 calories per serving daves specialty foods is a division of daves christmas wonderland olde world market,a wny tradition and world famous christmas store,based in cheektowaga,ny and serving buffalo and the wny area for over 33 years. we are proud to share buffalos rich ethnic heritage and traditions with our specialty food products.closely guarded old family recipe open kettle processing (made in small batches),for superior flavor homemade in saegertown,pa in the heart of amish country reg. pa department of agriculture and fda inspected this sweet fresh blueberry jam has a spicy jalapeno kick that will add more flavor than all your other spreads and jams ingredients: sugar,blueberries,jalapenos,water,fruit pectin,citric acid volume: 1 pt. (16 fl oz.),(473ml),fat free,sodium free,50 calories per serving daves specialty foods is a division of daves christmas wonderland olde world market,a wny tradition and world famous christmas store,based in cheektowaga,ny and serving buffalo and the wny area for over 33 years. we are proud to share buffalos rich ethnic heritage and traditions with our specialty food products.. It is manufactured by byler's relish house (manufacturer code: 30959999)."
143,Byler's Relish House,"Grocery & Gourmet Food,Food & Beverage Gifts,Food","grapes,white grape juice,water,sugar-free pectin,citric acidvolume: 1 pt. (16 fl oz.),(473ml),fat free,sodium free,no sugar addeddaves specialty foods is a division of daves christmas wonderland & olde world market,a wny tradition and world famous christmas store,based in cheektowaga,ny and serving buffalo and the wny area for over 33 years. we are proud to share buffalos rich ethnic heritage and traditions with our specialty food products.no sugar added grape fruit spreaditem #dmg bylers 231closely guarded old family recipeopen kettle processing (made in small batches),for superior flavorhomemade in saegertown,pa in the heart of amish countryreg. pa department of agriculture and fda inspectedthis jelly is just as delicious as our regular flavor,but has 40% less sugar! real fruit is blended with white grape juice to preserve tasteingredients: grapes,white grape juice,water,sugar-free pectin,citric acidvolume: 1 pt. (16 fl oz.),(473ml),fat free,sodium free,no sugar addeddaves specialty foods is a division of daves christmas wonderland & olde world market,a wny tradition and world famous christmas store,based in cheektowaga,ny and serving buffalo and the wny area for over 33 years. we are proud to share buffalos rich ethnic heritage and traditions with our specialty food products.",Byler's Relish House,16102501,Byler'S Relish House Homemade Amish Country No Sugar Added Grape Jelly 16 Oz.,"This product is a Byler'S Relish House Homemade Amish Country No Sugar Added Grape Jelly 16 Oz. from the brand Byler's Relish House. It falls under the category of grocery & gourmet food,food & beverage gifts,food and contains ingredients such as grapes,white grape juice,water,sugar-free pectin,citric acidvolume: 1 pt. (16 fl oz.),(473ml),fat free,sodium free,no sugar addeddaves specialty foods is a division of daves christmas wonderland & olde world market,a wny tradition and world famous christmas store,based in cheektowaga,ny and serving buffalo and the wny area for over 33 years. we are proud to share buffalos rich ethnic heritage and traditions with our specialty food products.no sugar added grape fruit spreaditem #dmg bylers 231closely guarded old family recipeopen kettle processing (made in small batches),for superior flavorhomemade in saegertown,pa in the heart of amish countryreg. pa department of agriculture and fda inspectedthis jelly is just as delicious as our regular flavor,but has 40% less sugar! real fruit is blended with white grape juice to preserve tasteingredients: grapes,white grape juice,water,sugar-free pectin,citric acidvolume: 1 pt. (16 fl oz.),(473ml),fat free,sodium free,no sugar addeddaves specialty foods is a division of daves christmas wonderland & olde world market,a wny tradition and world famous christmas store,based in cheektowaga,ny and serving buffalo and the wny area for over 33 years. we are proud to share buffalos rich ethnic heritage and traditions with our specialty food products.. It is manufactured by byler's relish house (manufacturer code: 16102501)."
144,Badia,"Curry Powder,Food,Grocery","spices including turmeric,salt,dehydrated onion.",Badia,33844005177,Badia Curry Powder Jamaican Style -- 16 Oz,"This product is a Badia Curry Powder Jamaican Style -- 16 Oz from the brand Badia. It falls under the category of curry powder,food,grocery and contains ingredients such as spices including turmeric,salt,dehydrated onion.. It is manufactured by badia (manufacturer code: 33844005177)."
145,McCormick,"Paprika,grocery,Food","paprika,and silicon dioxide! (added to make free flowing),.",McCormick,900210218,"Mccormick Paprika, 18-Ounce","This product is a Mccormick Paprika, 18-Ounce from the brand McCormick. It falls under the category of paprika,grocery,food and contains ingredients such as paprika,and silicon dioxide! (added to make free flowing),.. It is manufactured by mccormick (manufacturer code: 900210218)."
146,Russell Stover,"Other Grocery,Food,Chocolate","consist of chocolate (sugar chocolate, chocolate processed with alkali, cocoa butter, whole milk, milk fat, soy lecithin/an emulsifier, vanillin/an artificial flavor),sugar,corn syrup,condensed milk,dairy cream,invert sugar,partially,hydrogenated palm kernel oil,brown sugar,coconut with sodium metabisulfite,nuts (walnuts, almonds, pecans),peanut butter (peanuts, hydrogenated vegetable oils (rapeseed, cottonseed, soybean), and salt),molasses,cherries (cherries, corn syrup, water, sugar, citric acid, natural and artificial flavors, preserved with sodium benzoate, potassium sorbate and sulfur dioxide, fdc red 40),salt,sorbitol,apricots with a trace of sulfur dioxide,cocoa powder,natural and artificial flavors,egg albumen,raisins,honey,butter,maple sugar,invertase (an enzyme),soy lecithin/an emulsifier,spice,tapioca flour,fdc colors (red 40, blue 1, yellow 5 6),carmine color,sodium benzoate (preservative),and tocopherols (a natural antioxidant),.","Russell Stover Candies, Inc.",207VWM,"Russell Stover Assorted Fine Chocolates, 7.0 Oz","This product is a Russell Stover Assorted Fine Chocolates, 7.0 Oz from the brand Russell Stover. It falls under the category of other grocery,food,chocolate and contains ingredients such as consist of chocolate (sugar chocolate, chocolate processed with alkali, cocoa butter, whole milk, milk fat, soy lecithin/an emulsifier, vanillin/an artificial flavor),sugar,corn syrup,condensed milk,dairy cream,invert sugar,partially,hydrogenated palm kernel oil,brown sugar,coconut with sodium metabisulfite,nuts (walnuts, almonds, pecans),peanut butter (peanuts, hydrogenated vegetable oils (rapeseed, cottonseed, soybean), and salt),molasses,cherries (cherries, corn syrup, water, sugar, citric acid, natural and artificial flavors, preserved with sodium benzoate, potassium sorbate and sulfur dioxide, fdc red 40),salt,sorbitol,apricots with a trace of sulfur dioxide,cocoa powder,natural and artificial flavors,egg albumen,raisins,honey,butter,maple sugar,invertase (an enzyme),soy lecithin/an emulsifier,spice,tapioca flour,fdc colors (red 40, blue 1, yellow 5 6),carmine color,sodium benzoate (preservative),and tocopherols (a natural antioxidant),.. It is manufactured by russell stover candies, inc. (manufacturer code: 207vwm)."
147,Utz,"Chips,Food,Grocery","corn meal,partially hydrogenated soybean oil,peanut oil,maltodextrin,whey,palm oil,buttermilk solids,cheddar cheese (pasteurized milk, cheese culture, salt, enzymes),salt,monosodium glutamate,sodium phosphate,natural flavor (contains milk),artificial flavor,autolyzed yeast extract,lactic acid,yellow 5,yellow 6,disodium inosinate,disodium guanylate.",Utz Quality Foods,319,"Utz Cheese Flavored Hulless Puff'N Corn, 2.5 Oz","This product is a Utz Cheese Flavored Hulless Puff'N Corn, 2.5 Oz from the brand Utz. It falls under the category of chips,food,grocery and contains ingredients such as corn meal,partially hydrogenated soybean oil,peanut oil,maltodextrin,whey,palm oil,buttermilk solids,cheddar cheese (pasteurized milk, cheese culture, salt, enzymes),salt,monosodium glutamate,sodium phosphate,natural flavor (contains milk),artificial flavor,autolyzed yeast extract,lactic acid,yellow 5,yellow 6,disodium inosinate,disodium guanylate.. It is manufactured by utz quality foods (manufacturer code: 319)."
148,Loriva,"Canola,Food,Sauces,Grocery",cold pressed sesame oil.,Loriva,489435,"Loriva Toasted Sesame Oil, 8 Oz","This product is a Loriva Toasted Sesame Oil, 8 Oz from the brand Loriva. It falls under the category of canola,food,sauces,grocery and contains ingredients such as cold pressed sesame oil.. It is manufactured by loriva (manufacturer code: 489435)."
149,Del Monte,"Food,Canned Vegetables,Grocery","peas,water,sugar,sea salt.",Del Monte Consumer Products,2400005302,"Del Monte Sweet Peas, 29 Oz","This product is a Del Monte Sweet Peas, 29 Oz from the brand Del Monte. It falls under the category of food,canned vegetables,grocery and contains ingredients such as peas,water,sugar,sea salt.. It is manufactured by del monte consumer products (manufacturer code: 2400005302)."
